Year,Month,Day,Hour,Day_of_Week,Weekend,Public_Holiday,Location,Zone_Type,Road_Type,Population_Density,Distance_to_Factory_km,Construction_Level,Season,Temperature_C,Humidity_Percent,Rainfall_mm,Wind_Speed_kmh,Wind_Direction,Atmospheric_Pressure_hPa,Traffic_Density,Vehicle_Count_Per_Hour,Rush_Hour,Industrial_Level,Green_Cover_Percent,Previous_Day_AQI,AQI_US
2021,12,28,14,Tuesday,No,No,Athurugiriya,Suburban,Secondary Road,6138,4.32,High,Northeast Monsoon,26.9,85.2,31.0,10.4,SE,1011.6,2.66,15447.0,No,5,21,39.8,62.3
2021,12,29,9,Wednesday,No,No,Athurugiriya,Suburban,Main Road,6207,3.49,Low,Northeast Monsoon,30.8,78.9,59.7,8.8,W,1011.0,3.29,21764.0,Yes,6,18,57.5,93.4
2021,12,29,13,Wednesday,No,No,Avissawella,Suburban,Secondary Road,4067,3.69,Low,Northeast Monsoon,27.1,80.4,50.5,14.1,NW,1014.9,1.56,14187.0,No,5,24,62.9,51.7
2021,12,29,16,Wednesday,No,No,Kesbewa,Suburban,Secondary Road,5526,6.11,Medium,Northeast Monsoon,28.6,79.2,78.5,17.2,W,1008.0,3.92,22141.0,No,6,16,46.3,89.6
2021,12,29,19,Wednesday,No,No,Kolonnawa,Commercial/Industrial,Main Road,7216,5.2,High,Northeast Monsoon,28.1,73.5,51.8,13.4,W,1009.4,4.49,29715.0,Yes,8,11,92.0,124.1
2021,12,29,23,Wednesday,No,No,Horana,Suburban,Secondary Road,5565,5.75,Low,Northeast Monsoon,27.8,81.1,30.3,17.5,N,1003.3,1.67,8959.0,No,4,21,76.5,47.3
2021,12,29,23,Wednesday,No,No,Malabe,Suburban,Main Road,5528,4.16,Medium,Northeast Monsoon,29.4,83.2,28.4,16.5,SW,1017.8,1.49,9542.0,No,4,17,75.4,57.3
2021,12,30,7,Thursday,No,No,Maharagama,Urban,Secondary Road,6387,3.8,Low,Northeast Monsoon,28.1,68.7,33.7,13.4,SE,1010.7,3.97,22616.0,Yes,7,18,42.9,93.5
2021,12,30,11,Thursday,No,No,Boralesgamuwa,Suburban,Secondary Road,5545,4.46,High,Northeast Monsoon,29.0,77.5,21.5,12.6,N,1008.5,2.82,14232.0,No,6,22,37.4,73.3
2021,12,30,11,Thursday,No,No,Horana,Suburban,Main Road,5725,6.63,Low,Northeast Monsoon,30.3,83.1,137.9,10.6,NE,1010.0,2.15,14065.0,No,6,26,115.6,55.8
2021,12,30,11,Thursday,No,Yes,Kolonnawa,Commercial/Industrial,Highway,7316,2.76,High,Northeast Monsoon,30.7,86.5,63.6,14.5,S,1007.7,2.24,16816.0,No,8,10,82.0,105.5
2021,12,30,17,Thursday,No,No,Avissawella,Suburban,Secondary Road,5633,6.18,High,Northeast Monsoon,30.1,82.1,30.5,22.4,S,1011.7,3.79,20116.0,Yes,6,20,59.9,79.6
2021,12,30,22,Thursday,No,No,Malabe,Suburban,Secondary Road,6935,4.44,High,Northeast Monsoon,28.4,71.8,200.4,10.4,SW,1012.5,2.22,16467.0,No,6,13,70.0,74.3
2021,12,31,16,Friday,No,No,Godagama,Suburban,Secondary Road,5411,6.0,Medium,Northeast Monsoon,28.9,68.4,13.8,7.6,NW,1009.6,3.77,20998.0,No,6,18,95.5,115.3
2022,1,1,8,Saturday,Yes,No,Pannipitiya,Suburban,Main Road,5742,5.26,Medium,Northeast Monsoon,29.1,77.1,80.8,18.3,NE,1014.4,3.2,17834.0,Yes,5,19,35.0,66.0
2022,1,1,22,Saturday,Yes,No,Moratuwa,Urban,Highway,5334,4.2,High,Northeast Monsoon,27.3,66.2,17.5,14.5,SE,1017.3,2.57,13882.0,No,7,12,93.8,105.8
2022,1,2,16,Sunday,Yes,No,Horana,Suburban,Secondary Road,4618,5.92,Low,Northeast Monsoon,28.4,78.9,39.1,15.0,SW,1009.4,2.41,17260.0,No,3,13,101.6,87.1
2022,1,2,22,Sunday,Yes,No,Boralesgamuwa,Suburban,Secondary Road,4453,5.29,High,Northeast Monsoon,27.4,75.3,110.9,15.4,SE,1014.3,2.32,11747.0,No,5,17,40.5,45.5
2022,1,3,3,Monday,No,No,Dehiwala-Mount Lavinia,Urban,Secondary Road,6593,1.61,Low,Northeast Monsoon,28.4,85.5,62.7,10.6,SW,1016.7,1.4,7588.0,No,6,14,63.6,63.1
2022,1,3,19,Monday,No,No,Nugegoda,Urban,Secondary Road,6237,2.64,Low,Northeast Monsoon,25.9,77.7,51.2,12.5,NW,1015.1,4.4,25298.0,Yes,6,14,49.6,113.2
2022,1,4,0,Tuesday,No,No,Hanwella,Suburban,Secondary Road,5741,4.32,Low,Northeast Monsoon,28.7,90.0,25.9,8.4,S,1013.8,0.97,7434.0,No,6,17,56.4,53.8
2022,1,4,2,Tuesday,No,No,Dehiwala-Mount Lavinia,Urban,Secondary Road,7867,1.96,Medium,Northeast Monsoon,27.2,91.8,69.7,13.0,S,1013.7,1.83,7970.0,No,6,18,97.5,69.2
2022,1,4,3,Tuesday,No,No,Koswatta,Suburban,Main Road,4967,3.81,Low,Northeast Monsoon,31.1,76.6,18.0,23.3,SW,1015.7,1.44,5835.0,No,5,18,35.0,55.6
2022,1,4,5,Tuesday,No,No,Pannipitiya,Suburban,Secondary Road,5818,6.87,Medium,Northeast Monsoon,30.3,74.6,33.6,11.8,NW,1009.3,1.78,11391.0,No,8,19,69.0,85.7
2022,1,4,9,Tuesday,No,No,Peliyagoda,Commercial/Industrial,Main Road,7604,3.38,Low,Northeast Monsoon,26.3,98.0,65.7,11.8,N,1008.7,5.24,28072.0,Yes,9,14,91.1,143.6
2022,1,4,21,Tuesday,No,No,Pannipitiya,Suburban,Main Road,6117,2.79,High,Northeast Monsoon,28.8,84.0,22.5,20.6,SE,1012.7,2.78,14944.0,No,4,18,39.5,46.3
2022,1,4,22,Tuesday,No,No,Kottawa,Suburban,Secondary Road,7025,6.44,Low,Northeast Monsoon,28.0,81.6,59.7,17.7,E,1014.8,2.63,14512.0,No,5,15,80.3,86.3
2022,1,5,2,Wednesday,No,No,Malabe,Suburban,Main Road,5441,3.43,Low,Northeast Monsoon,30.5,89.7,78.4,16.8,SE,1006.4,1.66,7332.0,No,5,17,60.6,37.9
2022,1,6,5,Thursday,No,No,Rajagiriya,Urban,Main Road,6426,7.46,Low,Northeast Monsoon,29.9,85.7,61.7,13.1,NW,1014.9,2.83,14423.0,No,6,14,89.9,74.2
2022,1,7,6,Friday,No,No,Koswatta,Suburban,Main Road,4881,6.09,Low,Northeast Monsoon,26.6,80.5,9.0,4.0,W,1007.1,1.86,10677.0,No,7,16,69.5,88.7
2022,1,7,10,Friday,No,No,Madiwela,Suburban,Secondary Road,4688,6.74,Low,Northeast Monsoon,25.9,86.1,41.5,23.5,W,1012.9,2.43,14869.0,No,6,16,89.3,61.2
2022,1,7,12,Friday,No,No,Horana,Suburban,Main Road,6692,5.55,Low,Northeast Monsoon,28.5,96.1,74.7,14.9,S,1013.2,2.4,15023.0,No,5,24,89.3,61.5
2022,1,7,20,Friday,No,No,Kolonnawa,Commercial/Industrial,Highway,7673,4.54,High,Northeast Monsoon,27.4,93.5,26.3,12.0,NE,1012.7,3.45,20632.0,No,9,8,85.9,113.0
2022,1,7,21,Friday,No,No,Kolonnawa,Commercial/Industrial,Main Road,7691,5.39,Low,Northeast Monsoon,29.4,92.2,69.1,22.6,E,1009.0,3.41,21333.0,No,6,11,145.2,97.9
2022,1,8,7,Saturday,Yes,No,Athurugiriya,Suburban,Secondary Road,5439,5.43,High,Northeast Monsoon,29.2,85.2,19.4,14.3,S,1012.0,3.02,16384.0,Yes,4,23,104.4,89.4
2022,1,9,5,Sunday,Yes,No,Moratuwa,Urban,Main Road,5847,5.6,Low,Northeast Monsoon,28.2,72.6,60.5,14.3,NW,1008.5,1.76,11693.0,No,7,24,113.0,78.8
2022,1,9,9,Sunday,Yes,No,Avissawella,Suburban,Main Road,5194,6.62,High,Northeast Monsoon,27.6,77.8,55.2,16.0,N,1012.6,2.32,13535.0,Yes,7,17,77.8,76.5
2022,1,9,14,Sunday,Yes,No,Kolonnawa,Commercial/Industrial,Highway,7738,2.79,High,Northeast Monsoon,29.3,83.8,51.2,8.7,S,1011.2,2.29,16135.0,No,6,6,137.9,136.3
2022,1,9,21,Sunday,Yes,No,Nugegoda,Urban,Main Road,6542,3.19,Low,Northeast Monsoon,29.7,85.9,45.5,12.5,SE,1015.2,2.21,14871.0,No,6,23,73.1,64.4
2022,1,10,14,Monday,No,No,Maharagama,Urban,Secondary Road,5537,4.0,High,Northeast Monsoon,28.5,93.5,26.4,15.7,N,1007.6,2.99,16770.0,No,7,19,76.2,86.1
2022,1,10,15,Monday,No,No,Thalawathugoda,Suburban,Secondary Road,6798,2.44,Medium,Northeast Monsoon,29.0,86.6,69.4,12.1,N,1012.6,2.65,14745.0,No,7,24,103.5,77.3
2022,1,10,16,Monday,No,No,Nawala,Urban,Main Road,5805,5.49,Low,Northeast Monsoon,29.3,81.3,83.2,12.9,W,1017.6,4.12,23887.0,No,8,17,83.3,113.5
2022,1,11,20,Tuesday,No,No,Angoda,Suburban,Main Road,5669,3.64,Low,Northeast Monsoon,29.3,79.0,75.2,19.9,S,1011.5,2.35,15125.0,No,7,20,49.2,71.0
2022,1,12,6,Wednesday,No,No,Thalawathugoda,Suburban,Secondary Road,5286,3.37,Low,Northeast Monsoon,27.4,71.6,76.0,9.7,E,1009.9,2.25,12088.0,No,5,17,74.7,70.1
2022,1,12,9,Wednesday,No,No,Avissawella,Suburban,Secondary Road,6144,5.4,Low,Northeast Monsoon,30.2,95.8,51.7,21.1,NE,1007.8,2.77,18677.0,Yes,6,20,92.2,109.5
2022,1,13,14,Thursday,No,No,Avissawella,Suburban,Secondary Road,4886,5.24,High,Northeast Monsoon,30.5,84.2,46.4,15.3,NW,1012.6,2.28,12370.0,No,5,17,38.0,70.4
2022,1,13,17,Thursday,No,No,Nugegoda,Urban,Secondary Road,6681,3.39,Medium,Northeast Monsoon,30.3,86.2,42.7,15.7,E,1015.2,4.06,26202.0,Yes,9,14,85.6,134.6
2022,1,13,19,Thursday,No,No,Talawatugoda,Suburban,Secondary Road,5027,4.56,Low,Northeast Monsoon,29.3,76.2,43.4,15.5,N,1014.5,3.95,22994.0,Yes,6,23,115.0,110.2
2022,1,15,5,Saturday,Yes,No,Hanwella,Suburban,Secondary Road,3818,4.67,High,Northeast Monsoon,28.3,82.5,51.2,18.8,S,1007.8,1.38,7991.0,No,5,17,38.0,42.8
2022,1,16,4,Sunday,Yes,No,Pannipitiya,Suburban,Secondary Road,6006,4.97,Medium,Northeast Monsoon,28.6,79.7,57.2,11.3,S,1013.1,1.78,4693.0,No,6,17,49.8,46.4
2022,1,16,5,Sunday,Yes,No,Wellampitiya,Commercial/Industrial,Main Road,7631,4.08,Low,Northeast Monsoon,28.6,60.5,34.4,15.7,E,1018.5,1.58,11733.0,No,9,13,94.4,78.2
2022,1,16,13,Sunday,Yes,No,Kotikawatta,Urban,Highway,6655,2.87,Low,Northeast Monsoon,27.5,75.6,64.9,14.9,SW,1016.5,2.17,14239.0,No,8,13,85.7,90.5
2022,1,16,23,Sunday,Yes,No,Homagama,Suburban,Secondary Road,3528,4.76,High,Northeast Monsoon,28.8,89.3,59.1,14.8,NW,1012.3,1.23,9082.0,No,5,22,72.7,38.7
2022,1,17,3,Monday,No,No,Peliyagoda,Commercial/Industrial,Main Road,6931,4.41,High,Northeast Monsoon,29.0,84.2,21.3,24.3,SW,1011.9,1.51,9761.0,No,8,14,85.1,64.9
2022,1,18,0,Tuesday,No,No,Maharagama,Urban,Main Road,6458,5.71,High,Northeast Monsoon,29.6,71.4,59.0,18.3,SE,1009.9,1.58,10120.0,No,5,16,76.9,61.8
2022,1,18,14,Tuesday,No,No,Godagama,Suburban,Secondary Road,4472,2.36,Medium,Northeast Monsoon,29.7,80.1,112.0,18.5,SW,1009.6,2.36,14194.0,No,6,29,108.3,68.8
2022,1,19,16,Wednesday,No,No,Angoda,Suburban,Secondary Road,5637,2.6,Medium,Northeast Monsoon,29.5,76.6,85.5,18.1,N,1005.1,3.75,21316.0,No,6,19,60.6,86.7
2022,1,20,6,Thursday,No,No,Pannipitiya,Suburban,Secondary Road,6041,5.73,High,Northeast Monsoon,27.9,86.4,87.9,4.0,SW,1009.1,1.9,12372.0,No,7,21,123.1,92.8
2022,1,20,16,Thursday,No,No,Athurugiriya,Suburban,Main Road,5331,8.06,Medium,Northeast Monsoon,28.1,74.3,28.8,11.9,NE,1011.1,3.65,22878.0,No,7,15,69.4,104.3
2022,1,21,0,Friday,No,No,Horana,Suburban,Secondary Road,4743,5.37,Low,Northeast Monsoon,28.0,83.6,13.3,15.9,SW,1009.6,1.33,6575.0,No,5,19,40.1,35.0
2022,1,21,11,Friday,No,No,Avissawella,Suburban,Secondary Road,4151,8.8,Low,Northeast Monsoon,27.9,70.8,40.3,14.8,N,1017.3,2.24,14076.0,No,5,28,48.4,59.7
2022,1,21,13,Friday,No,No,Battaramulla,Urban,Secondary Road,6556,5.41,Low,Northeast Monsoon,29.9,90.2,27.0,6.7,E,1011.6,2.53,16710.0,No,7,14,63.6,89.3
2022,1,21,16,Friday,No,No,Hanwella,Suburban,Secondary Road,5496,7.34,High,Northeast Monsoon,27.8,83.1,94.8,15.5,NE,1009.8,3.21,20291.0,No,5,17,86.7,82.5
2022,1,22,2,Saturday,Yes,No,Battaramulla,Urban,Main Road,6046,1.07,Low,Northeast Monsoon,28.8,86.8,37.1,16.7,NW,1006.9,1.25,6269.0,No,7,16,84.2,55.8
2022,1,22,6,Saturday,Yes,No,Dehiwala-Mount Lavinia,Urban,Secondary Road,6085,2.32,High,Northeast Monsoon,29.6,80.3,23.4,4.0,SW,1014.9,1.48,11614.0,No,7,21,68.3,61.9
2022,1,22,17,Saturday,Yes,No,Homagama,Suburban,Secondary Road,5755,4.94,Low,Northeast Monsoon,29.0,75.8,164.8,16.8,NW,1017.2,2.85,16936.0,Yes,6,21,93.7,69.5
2022,1,23,1,Sunday,Yes,No,Kelaniya,Commercial/Industrial,Main Road,7302,0.5,Medium,Northeast Monsoon,28.8,81.9,56.8,13.1,N,1007.5,1.59,7222.0,No,8,12,148.9,94.1
2022,1,23,4,Sunday,Yes,No,Homagama,Suburban,Secondary Road,5542,7.34,Medium,Northeast Monsoon,30.1,82.2,79.5,14.8,S,1011.8,1.04,4190.0,No,7,15,52.6,40.3
2022,1,23,4,Sunday,Yes,No,Thalawathugoda,Suburban,Secondary Road,4720,4.2,High,Northeast Monsoon,29.0,92.9,57.8,11.5,SW,1012.7,1.1,6020.0,No,6,21,107.2,52.3
2022,1,23,10,Sunday,Yes,No,Kolonnawa,Commercial/Industrial,Main Road,7471,1.91,Low,Northeast Monsoon,28.0,85.1,30.5,10.0,SE,1006.5,2.84,15665.0,No,9,12,111.6,111.5
2022,1,23,15,Sunday,Yes,No,Colombo City,Commercial/Industrial,Highway,8885,1.7,Medium,Northeast Monsoon,27.5,89.8,54.2,4.2,S,1014.4,2.89,15305.0,No,9,13,150.7,126.5
2022,1,24,3,Monday,No,No,Horana,Suburban,Secondary Road,4995,6.03,High,Northeast Monsoon,28.5,85.9,45.5,15.6,NW,1010.6,1.48,7540.0,No,4,17,53.1,47.7
2022,1,24,9,Monday,No,No,Maharagama,Urban,Main Road,7676,3.65,Medium,Northeast Monsoon,25.3,83.5,9.2,9.6,NE,1005.5,4.11,22796.0,Yes,6,23,90.9,115.1
2022,1,24,13,Monday,No,No,Godagama,Suburban,Secondary Road,5820,3.37,Medium,Northeast Monsoon,30.0,77.6,28.4,18.7,SW,1008.1,2.47,13917.0,No,5,22,57.7,54.6
2022,1,24,19,Monday,No,Yes,Malabe,Suburban,Secondary Road,4564,4.21,Medium,Northeast Monsoon,28.2,79.8,24.3,21.1,N,1012.5,2.93,17446.0,Yes,5,18,48.6,66.4
2022,1,24,23,Monday,No,No,Godagama,Suburban,Secondary Road,5959,6.32,Low,Northeast Monsoon,27.1,85.7,5.8,13.3,SE,1008.2,2.06,10620.0,No,7,19,96.8,78.7
2022,1,25,4,Tuesday,No,No,Padukka,Suburban,Secondary Road,4751,5.13,Medium,Northeast Monsoon,28.0,87.9,30.1,17.1,SW,1010.4,1.52,8245.0,No,7,20,55.3,36.9
2022,1,25,9,Tuesday,No,No,Avissawella,Suburban,Secondary Road,5453,5.77,Low,Northeast Monsoon,26.5,79.2,12.8,15.5,E,1019.6,3.15,19630.0,Yes,3,25,49.5,95.2
2022,1,25,9,Tuesday,No,Yes,Kotte (Sri Jayawardenepura Kotte),Urban,Secondary Road,5241,4.31,Medium,Northeast Monsoon,28.9,77.2,55.0,12.5,SE,1012.7,3.16,17756.0,Yes,8,15,65.5,84.4
2022,1,25,12,Tuesday,No,No,Rajagiriya,Urban,Secondary Road,7278,2.78,High,Northeast Monsoon,28.5,85.8,5.0,11.9,E,1011.2,2.82,17486.0,No,8,12,56.4,85.3
2022,1,25,13,Tuesday,No,No,Malabe,Suburban,Main Road,5663,3.88,Low,Northeast Monsoon,28.0,63.3,48.0,12.4,E,1009.1,2.67,14504.0,No,4,31,98.4,67.7
2022,1,25,15,Tuesday,No,No,Dehiwala-Mount Lavinia,Urban,Main Road,6413,5.46,Medium,Northeast Monsoon,29.1,90.0,72.5,12.7,NE,1001.7,3.06,17390.0,No,8,17,63.0,89.2
2022,1,25,23,Tuesday,No,No,Kotte (Sri Jayawardenepura Kotte),Urban,Secondary Road,6739,6.51,Medium,Northeast Monsoon,28.8,70.8,66.0,16.6,S,1009.7,2.03,10954.0,No,6,17,38.2,64.0
2022,1,26,2,Wednesday,No,No,Angoda,Suburban,Main Road,6333,3.39,Medium,Northeast Monsoon,28.6,65.5,56.7,14.7,W,1004.8,1.7,7605.0,No,7,20,35.0,35.0
2022,1,26,6,Wednesday,No,No,Madiwela,Suburban,Main Road,5354,6.18,Low,Northeast Monsoon,26.7,76.4,81.6,15.6,SW,1016.2,1.75,11967.0,No,5,12,67.7,77.7
2022,1,26,8,Wednesday,No,No,Homagama,Suburban,Secondary Road,5976,3.21,High,Northeast Monsoon,30.0,72.5,57.0,13.7,NE,1011.1,3.79,19545.0,Yes,4,11,57.5,98.4
2022,1,26,8,Wednesday,No,No,Mahara,Urban,Secondary Road,5744,3.59,Low,Northeast Monsoon,26.5,98.0,54.5,16.2,NE,1006.8,3.87,23508.0,Yes,6,22,50.7,103.1
2022,1,28,2,Friday,No,No,Pannipitiya,Suburban,Main Road,5122,4.04,Low,Northeast Monsoon,27.7,82.7,43.0,9.6,N,1010.5,1.52,7334.0,No,7,17,51.1,55.5
2022,1,28,3,Friday,No,No,Madiwela,Suburban,Secondary Road,5825,3.17,High,Northeast Monsoon,29.0,84.1,19.2,9.5,S,1003.5,1.27,5870.0,No,6,14,64.6,66.8
2022,1,28,3,Friday,No,No,Mahara,Urban,Secondary Road,6585,2.68,Low,Northeast Monsoon,28.0,80.7,74.9,12.6,N,1004.8,1.51,9522.0,No,7,22,52.0,112.9
2022,1,28,12,Friday,No,No,Wellampitiya,Commercial/Industrial,Main Road,6045,3.86,High,Northeast Monsoon,28.9,88.5,108.9,14.1,S,1011.3,2.88,17838.0,No,7,17,123.1,88.2
2022,1,30,6,Sunday,Yes,No,Kolonnawa,Commercial/Industrial,Main Road,7299,2.72,High,Northeast Monsoon,28.0,70.2,39.9,10.5,S,1010.7,1.77,10673.0,No,7,12,104.6,103.2
2022,1,30,13,Sunday,Yes,No,Athurugiriya,Suburban,Main Road,5597,6.27,High,Northeast Monsoon,27.0,81.9,64.8,10.5,SE,1013.5,2.15,10579.0,No,6,18,107.9,80.5
2022,2,1,1,Tuesday,No,Yes,Padukka,Suburban,Main Road,3975,2.92,Low,Northeast Monsoon,29.9,85.9,14.7,16.0,N,1016.2,1.17,5296.0,No,6,17,56.9,35.0
2022,2,1,10,Tuesday,No,No,Kotikawatta,Urban,Highway,6338,0.95,Medium,Northeast Monsoon,28.3,79.1,16.5,17.2,SE,1010.6,3.18,18086.0,No,8,8,121.0,106.2
2022,2,1,13,Tuesday,No,No,Maharagama,Urban,Secondary Road,5886,5.93,Low,Northeast Monsoon,29.6,71.9,41.4,9.9,NE,1011.3,2.54,16524.0,No,7,18,136.7,102.0
2022,2,1,21,Tuesday,No,No,Kotte (Sri Jayawardenepura Kotte),Urban,Secondary Road,6839,5.76,Low,Northeast Monsoon,29.1,81.8,33.7,15.8,SE,1017.2,2.83,15702.0,No,6,14,47.9,68.4
2022,2,1,22,Tuesday,No,No,Mahara,Urban,Secondary Road,5639,6.16,High,Northeast Monsoon,27.3,92.2,77.5,9.5,SE,1009.7,3.53,17804.0,No,6,20,67.3,77.5
2022,2,1,22,Tuesday,No,No,Malabe,Suburban,Secondary Road,6174,4.26,High,Northeast Monsoon,27.8,81.2,53.7,12.7,NW,1006.5,2.1,15348.0,No,4,18,38.6,59.5
2022,2,2,2,Wednesday,No,No,Athurugiriya,Suburban,Main Road,6410,4.88,Medium,Northeast Monsoon,29.5,85.0,96.9,5.3,SE,1013.2,1.16,8524.0,No,5,25,44.6,35.0
2022,2,2,2,Wednesday,No,No,Boralesgamuwa,Suburban,Secondary Road,4912,3.53,Medium,Northeast Monsoon,25.0,84.7,18.1,21.4,SE,1009.2,1.02,7509.0,No,6,23,81.5,41.3
2022,2,2,3,Wednesday,No,No,Boralesgamuwa,Suburban,Main Road,5244,4.23,High,Northeast Monsoon,30.6,73.9,35.8,14.9,W,1003.7,1.32,6599.0,No,6,19,35.0,41.0
2022,2,3,0,Thursday,No,No,Boralesgamuwa,Suburban,Secondary Road,5565,5.22,High,Northeast Monsoon,28.1,93.0,23.4,10.2,NW,1012.1,1.36,7977.0,No,4,10,35.0,35.0
2022,2,3,7,Thursday,No,No,Peliyagoda,Commercial/Industrial,Main Road,6454,3.96,High,Northeast Monsoon,28.6,80.7,20.0,11.8,NE,1016.2,4.61,26909.0,Yes,9,15,107.6,147.4
2022,2,3,13,Thursday,No,No,Kotikawatta,Urban,Main Road,7734,5.94,Medium,Northeast Monsoon,28.5,80.2,33.5,14.0,N,1009.5,3.03,18449.0,No,7,16,94.4,90.5
2022,2,4,14,Friday,No,No,Boralesgamuwa,Suburban,Main Road,4615,5.59,Medium,Northeast Monsoon,29.3,81.2,48.4,12.9,S,1004.7,2.33,13691.0,No,7,16,81.1,81.2
2022,2,5,5,Saturday,Yes,No,Dehiwala-Mount Lavinia,Urban,Secondary Road,6202,6.17,High,Northeast Monsoon,29.3,77.4,46.8,16.0,S,1006.5,1.7,10553.0,No,8,15,87.9,73.7
2022,2,5,16,Saturday,Yes,No,Hokandara,Suburban,Secondary Road,4823,3.55,High,Northeast Monsoon,28.1,86.1,126.2,12.5,SE,1013.1,2.59,19141.0,No,4,19,92.9,81.9
2022,2,6,1,Sunday,Yes,No,Thalawathugoda,Suburban,Main Road,5462,3.37,High,Northeast Monsoon,26.4,80.6,94.0,5.4,SE,1016.0,1.06,6363.0,No,8,20,55.5,39.5
2022,2,6,17,Sunday,Yes,No,Peliyagoda,Commercial/Industrial,Main Road,8132,4.69,Medium,Northeast Monsoon,28.5,76.1,188.4,16.1,N,1013.1,3.74,23102.0,Yes,7,12,87.5,97.8
2022,2,6,19,Sunday,Yes,No,Kaduwela,Suburban,Secondary Road,5702,4.5,Low,Northeast Monsoon,28.2,66.6,75.6,11.6,E,1010.8,2.53,17879.0,Yes,4,26,39.3,65.9
2022,2,7,0,Monday,No,No,Kelaniya,Commercial/Industrial,Highway,7203,3.86,High,Northeast Monsoon,31.6,75.5,7.4,12.1,SW,1016.0,1.91,9646.0,No,7,10,128.6,87.1
2022,2,7,6,Monday,No,No,Angoda,Suburban,Secondary Road,7066,3.31,Medium,Northeast Monsoon,29.4,75.8,56.4,12.2,SE,1006.7,1.9,11527.0,No,7,14,62.2,75.7
2022,2,7,11,Monday,No,No,Talawatugoda,Suburban,Secondary Road,5586,2.75,High,Northeast Monsoon,29.9,73.2,39.0,12.4,SW,1010.9,2.29,14125.0,No,7,19,66.1,76.8
2022,2,7,19,Monday,No,No,Thalawathugoda,Suburban,Secondary Road,5753,3.82,High,Northeast Monsoon,30.1,78.4,68.1,5.1,SW,1005.7,3.57,20940.0,Yes,6,19,51.1,100.0
2022,2,7,22,Monday,No,No,Kotikawatta,Urban,Main Road,8161,4.91,High,Northeast Monsoon,26.1,77.7,77.1,8.8,W,1016.0,3.12,18024.0,No,6,12,81.1,94.6
2022,2,8,17,Tuesday,No,No,Kotte (Sri Jayawardenepura Kotte),Urban,Main Road,5108,3.91,Low,Northeast Monsoon,28.1,80.0,122.2,15.9,N,1011.4,4.0,24628.0,Yes,6,21,60.4,93.8
2022,2,8,19,Tuesday,No,No,Moratuwa,Urban,Main Road,5662,1.92,Low,Northeast Monsoon,30.1,83.5,70.1,15.6,NE,1017.6,4.41,27163.0,Yes,9,17,80.5,130.8
2022,2,9,10,Wednesday,No,No,Wellampitiya,Commercial/Industrial,Highway,5493,3.36,Medium,Northeast Monsoon,28.8,84.0,47.2,16.8,NW,1006.6,3.12,18285.0,No,10,16,79.6,108.0
2022,2,9,16,Wednesday,No,No,Athurugiriya,Suburban,Main Road,4119,2.54,Medium,Northeast Monsoon,28.1,74.2,54.0,14.4,E,1010.2,3.49,22272.0,No,8,20,37.8,98.7
2022,2,9,16,Wednesday,No,No,Wellampitiya,Commercial/Industrial,Main Road,7374,1.63,High,Northeast Monsoon,26.7,78.4,45.5,17.1,SE,1010.5,4.64,27844.0,No,8,5,77.4,143.5
2022,2,9,17,Wednesday,No,No,Talawatugoda,Suburban,Secondary Road,5957,3.93,Low,Northeast Monsoon,31.7,66.2,86.5,14.5,S,1011.4,3.31,23024.0,Yes,6,13,44.9,102.3
2022,2,10,10,Thursday,No,No,Godagama,Suburban,Secondary Road,4816,5.75,High,Northeast Monsoon,29.3,86.4,87.8,17.7,NE,1012.5,2.45,14591.0,No,6,22,54.2,58.5
2022,2,11,5,Friday,No,No,Nugegoda,Urban,Secondary Road,6578,3.96,Low,Northeast Monsoon,31.4,83.6,76.2,19.9,S,1005.0,2.11,13860.0,No,6,13,67.9,66.4
2022,2,11,18,Friday,No,No,Avissawella,Suburban,Main Road,4059,6.14,High,Northeast Monsoon,28.0,78.2,41.7,19.8,N,1006.6,2.9,18771.0,Yes,6,24,54.5,85.3
2022,2,11,18,Friday,No,No,Piliyandala,Suburban,Main Road,4612,5.0,Low,Northeast Monsoon,28.2,85.6,86.9,8.4,N,1013.6,3.74,21667.0,Yes,7,21,78.0,96.9
2022,2,12,7,Saturday,Yes,No,Homagama,Suburban,Secondary Road,5194,3.66,Medium,Northeast Monsoon,26.4,72.7,107.8,12.7,S,1009.6,2.97,16001.0,Yes,6,15,88.6,90.7
2022,2,12,10,Saturday,Yes,No,Homagama,Suburban,Main Road,4887,3.44,High,Northeast Monsoon,28.4,75.9,42.6,10.0,E,1012.1,1.95,10387.0,No,6,20,51.5,61.7
2022,2,13,0,Sunday,Yes,No,Colombo City,Commercial/Industrial,Main Road,8447,2.48,Low,Northeast Monsoon,27.9,79.4,38.9,17.8,NE,1008.5,1.3,7972.0,No,10,9,132.6,93.2
2022,2,13,14,Sunday,Yes,No,Kaduwela,Suburban,Secondary Road,3871,4.8,High,Northeast Monsoon,30.5,80.2,19.9,18.9,N,1010.1,1.94,12481.0,No,5,25,45.5,52.0
2022,2,14,4,Monday,No,No,Kesbewa,Suburban,Secondary Road,5424,5.2,Low,Northeast Monsoon,31.0,85.7,61.1,17.8,N,1018.9,1.39,6009.0,No,7,19,39.2,35.0
2022,2,14,11,Monday,No,No,Padukka,Suburban,Secondary Road,4850,4.98,Low,Northeast Monsoon,27.1,64.0,31.2,8.7,E,1012.4,2.23,13393.0,No,7,24,56.7,66.2
